time_bounds,pr,tas,sfcWind,psl,rldscs
2094-03,1.5e-05,302.68,4.67225,101359.09,426.38
2094-04,1e-06,301.87,5.32582,101684.59,413.12
2094-05,0.0,300.2,4.63916,102150.34,401.38
2094-06,4e-06,299.07,5.00624,102157.09,391.25
2094-07,8e-06,298.26,5.64033,102190.88,384.93
2094-08,0.0,297.62,5.80514,102255.82,373.52
2094-09,2e-06,299.63,6.21861,101585.24,389.57
2094-10,9e-06,301.86,6.26169,101351.93,408.49
2094-11,7.8e-05,303.6,6.34217,101290.16,422.42
2094-12,9e-06,303.04,5.37984,101138.58,437.98
2095-01,5e-05,301.85,5.14356,101155.08,431.52
2095-02,1.7e-05,302.68,5.59221,101221.18,442.19
2095-03,4.3e-05,300.71,4.06072,101366.84,445.21
2095-04,4.2e-05,300.47,4.92758,101756.05,408.45
2095-05,9e-06,301.86,4.59171,101882.73,410.02
2095-06,6e-06,299.3,5.19601,101902.95,387.41
2095-07,1e-06,298.95,4.70383,101807.78,379.56
2095-08,0.0,297.93,5.46717,101986.64,386.79
2095-09,3e-06,300.76,6.37895,101468.9,382.76
2095-10,4e-05,301.89,7.13166,101512.82,416.55
2095-11,2.6e-05,302.34,5.86,101376.03,420.16
2095-12,1.6e-05,302.8,5.1708,101385.15,434.71
2096-01,5.9e-05,302.19,5.95154,101423.02,432.22
2096-02,0.000118,301.54,4.41381,101266.7,429.91
2096-03,3.9e-05,303.22,4.14707,101266.28,435.49
2096-04,3.1e-05,302.93,4.76814,101525.46,421.58
2096-05,1.2e-05,300.8,4.73032,101783.92,404.78
2096-06,0.0,299.74,4.36771,101995.27,383.29
2096-07,1e-06,298.92,4.94576,102001.45,375.15
2096-08,7e-06,297.53,5.78962,101687.51,364.3
2096-09,0.0,298.65,5.89861,101554.14,379.46
2096-10,2e-06,302.12,6.84277,101373.45,410.65
2096-11,0.0,302.15,5.67945,101259.62,419.12
2096-12,0.000157,304.27,5.33695,101245.07,420.09
2097-01,4.9e-05,303.01,5.74985,101427.97,431.11
2097-02,3e-05,303.08,5.74463,101461.87,436.71
2097-03,3.1e-05,302.06,5.19118,101470.46,430.35
2097-04,3.1e-05,302.07,4.65664,101581.34,402.63
2097-05,2e-06,301.15,5.02832,101553.04,392.47
2097-06,1e-06,298.5,5.23672,101898.28,384.5
2097-07,0.0,299.0,5.64036,101992.68,374.4
2097-08,1.2e-05,298.41,5.90596,101727.66,374.72
2097-09,1.6e-05,297.79,7.39943,102020.64,393.85
2097-10,1.4e-05,299.97,6.13853,101315.23,411.39
2097-11,3e-05,301.65,6.1173,101272.66,415.78
2097-12,6.7e-05,304.59,6.7514,101185.53,435.92
2098-01,7.9e-05,302.47,5.23525,101182.99,436.17
2098-02,2e-05,303.27,4.19242,101267.32,434.98
2098-03,1e-05,303.38,4.93511,101416.78,432.61
2098-04,1.9e-05,302.51,4.39287,101876.8,413.61
2098-05,1e-06,301.13,4.62451,101732.8,400.3
2098-06,2e-06,298.94,4.84896,101985.84,388.05
2098-07,7e-06,298.13,5.25172,102099.7,382.15
2098-08,1e-05,297.2,5.5935,101991.35,377.44
2098-09,2.3e-05,298.64,5.99041,101572.89,389.39
2098-10,5e-06,300.24,5.31955,101498.02,413.97
2098-11,4.3e-05,303.67,4.96702,101498.67,426.43
2098-12,7.1e-05,303.27,5.3335,101252.85,444.06
2099-01,2.8e-05,304.59,4.68433,101244.84,429.36
2099-02,2.3e-05,303.56,4.49713,101088.82,427.53
2099-03,1.2e-05,304.46,5.16852,101495.84,428.52
2099-04,1.7e-05,303.97,5.24727,101592.23,409.25
2099-05,1.6e-05,302.85,5.17063,101783.78,396.62
2099-06,4e-06,299.86,5.4611,101840.94,375.05
2099-07,1e-06,300.65,5.16732,101781.45,373.74
2099-08,2e-06,297.57,6.40404,101924.09,389.15
2099-09,7e-06,298.65,5.37966,101696.51,389.21
2099-10,4.1e-05,299.17,6.62892,101482.21,406.91
2099-11,2.7e-05,298.82,5.95049,101249.12,416.92
2099-12,6.1e-05,305.14,4.512,101358.21,428.84
2100-01,8.9e-05,304.59,5.09783,101243.09,444.0
2100-02,2.7e-05,304.54,5.68795,101307.66,432.48
2100-03,2.5e-05,304.52,5.07162,101464.88,445.67
2100-04,2.7e-05,302.62,5.29983,101592.88,439.0
2100-05,1.3e-05,302.63,4.91075,101753.88,401.22
2100-06,2e-06,298.88,4.99793,101496.07,402.98
2100-07,1.4e-05,299.22,5.80297,102152.99,380.35
2100-08,8e-06,299.64,5.88309,101887.62,385.76
2100-09,1.3e-05,300.19,6.3805,101728.25,403.44
2100-10,4e-06,301.28,6.79956,101663.05,401.21
2100-11,3.2e-05,302.77,7.05747,101461.01,429.83
2100-12,4e-06,300.99,5.47834,101293.52,444.5
