date,iteration,cfg_scale,img_str,seed,model,pr,tas,sfcWind,psl,rldscs
2097,0245,3,0.8,2063622091,stable-diffusion-xl-beta-v2-2-2,2.4e-05,300.94,5.79669,101575.61,406.99
2097,0246,6,0.7,3577600167,stable-diffusion-v1-5,2.4e-05,300.94,5.79669,101575.61,406.99
2097,0247,9,0.7,2996328683,stable-diffusion-v1-5,2.4e-05,300.94,5.79669,101575.61,406.99
2098,0248,3,0.8,1701481827,stable-diffusion-xl-beta-v2-2-2,2.4e-05,301.07,5.05707,101614.67,411.6
2098,0249,6,0.7,222078151,stable-diffusion-v1-5,2.4e-05,301.07,5.05707,101614.67,411.6
2098,0250,9,0.7,3213407591,stable-diffusion-v1-5,2.4e-05,301.07,5.05707,101614.67,411.6
2099,0251,3,0.8,1805575864,stable-diffusion-xl-beta-v2-2-2,2e-05,301.61,5.35595,101544.84,405.92
2099,0252,6,0.7,1130824240,stable-diffusion-v1-5,2e-05,301.61,5.35595,101544.84,405.92
2099,0253,9,0.7,1084439719,stable-diffusion-v1-5,2e-05,301.61,5.35595,101544.84,405.92
2100,0254,3,0.8,4059614245,stable-diffusion-xl-beta-v2-2-2,2.2e-05,301.82,5.70565,101587.07,417.54
2100,0255,6,0.7,3171585857,stable-diffusion-v1-5,2.2e-05,301.82,5.70565,101587.07,417.54
2100,0256,9,0.7,3169836034,stable-diffusion-v1-5,2.2e-05,301.82,5.70565,101587.07,417.54
